id,studyid,study_author,study_year,domain,substudy_author,substudy_year,outcome,treatment,n,d,r,source,n_win,study_name
3610,22,Lind and Boomgarden,2019,Knowledge,Dalisay & Liu,2015,Knowledge gap,Education,1674,NA,0.33,Table A1,1674,Lind and Boomgarden (2019)
3611,22,Lind and Boomgarden,2019,Knowledge,Diercks & Landreville,2017,Knowledge gap,Education,219,NA,0.17,Table A1,219,Lind and Boomgarden (2019)
3612,22,Lind and Boomgarden,2019,Knowledge,Eveland & Scheufele,2000,Knowledge gap,Education,1714,NA,0.47,Table A1,1714,Lind and Boomgarden (2019)
3613,22,Lind and Boomgarden,2019,Knowledge,Fraile,2011,Knowledge gap,Education,1572,NA,0.31,Table A1,1572,Lind and Boomgarden (2019)
3614,22,Lind and Boomgarden,2019,Knowledge,Fraile,2011,Knowledge gap,Education,1703,NA,0.31,Table A1,1703,Lind and Boomgarden (2019)
3615,22,Lind and Boomgarden,2019,Knowledge,Fraile & Iyengar,2014,Knowledge gap,Education,25737,NA,0.26,Table A1,5382,Lind and Boomgarden (2019)
3616,22,Lind and Boomgarden,2019,Knowledge,Gaziano & Horowitz,2001,Knowledge gap,Education,2373,NA,0.33,Table A1,2373,Lind and Boomgarden (2019)
3617,22,Lind and Boomgarden,2019,Knowledge,Goh,2015,Knowledge gap,Education,1852,NA,0.33,Table A1,1852,Lind and Boomgarden (2019)
3618,22,Lind and Boomgarden,2019,Knowledge,Grabe et al.,2015,Knowledge gap,Education,80,NA,0.99,Table A1,80,Lind and Boomgarden (2019)
3619,22,Lind and Boomgarden,2019,Knowledge,Grabe et al.,2009,Knowledge gap,Education,41,NA,0.94,Table A1,41,Lind and Boomgarden (2019)
3620,22,Lind and Boomgarden,2019,Knowledge,Grabe et al.,2000,Knowledge gap,Education,40,NA,0.01,Table A1,41,Lind and Boomgarden (2019)
3621,22,Lind and Boomgarden,2019,Knowledge,Hansen & Pedersen,2014,Knowledge gap,Education,1712,NA,0.06,Table A1,1712,Lind and Boomgarden (2019)
3622,22,Lind and Boomgarden,2019,Knowledge,Hindman,2009,Knowledge gap,Education,1142,NA,0.02,Table A1,1142,Lind and Boomgarden (2019)
3623,22,Lind and Boomgarden,2019,Knowledge,Hindman,2009,Knowledge gap,Education,823,NA,0.05,Table A1,823,Lind and Boomgarden (2019)
3624,22,Lind and Boomgarden,2019,Knowledge,Hindman,2009,Knowledge gap,Education,1162,NA,0.03,Table A1,1162,Lind and Boomgarden (2019)
3625,22,Lind and Boomgarden,2019,Knowledge,Hindman,2009,Knowledge gap,Education,1372,NA,0.02,Table A1,1372,Lind and Boomgarden (2019)
3626,22,Lind and Boomgarden,2019,Knowledge,Hindman,2009,Knowledge gap,Education,1219,NA,0.05,Table A1,1219,Lind and Boomgarden (2019)
3627,22,Lind and Boomgarden,2019,Knowledge,Hindman,2012,Knowledge gap,Education,4909,NA,0.01,Table A1,4909,Lind and Boomgarden (2019)
3628,22,Lind and Boomgarden,2019,Knowledge,Ho,2012,Knowledge gap,Education,1055,NA,0.15,Table A1,1055,Lind and Boomgarden (2019)
3629,22,Lind and Boomgarden,2019,Knowledge,Hopmann et al.,2016,Knowledge gap,Education,13117,NA,0,Table A1,5382,Lind and Boomgarden (2019)
3630,22,Lind and Boomgarden,2019,Knowledge,Jeffres et al.,2012,Knowledge gap,Education,340,NA,0.28,Table A1,340,Lind and Boomgarden (2019)
3631,22,Lind and Boomgarden,2019,Knowledge,Jenssen,2012,Knowledge gap,Education,866,NA,0.08,Table A1,866,Lind and Boomgarden (2019)
3632,22,Lind and Boomgarden,2019,Knowledge,Jenssen,2012,Knowledge gap,Education,756,NA,0.35,Table A1,756,Lind and Boomgarden (2019)
3633,22,Lind and Boomgarden,2019,Knowledge,Jerit,2009,Knowledge gap,Education,59034,NA,0.07,Table A1,5382,Lind and Boomgarden (2019)
3634,22,Lind and Boomgarden,2019,Knowledge,Jerit,2009,Knowledge gap,Education,3563,NA,0.38,Table A1,3563,Lind and Boomgarden (2019)
3635,22,Lind and Boomgarden,2019,Knowledge,Jerit,2009,Knowledge gap,Education,9824,NA,0.3,Table A1,5382,Lind and Boomgarden (2019)
3636,22,Lind and Boomgarden,2019,Knowledge,Jerrit et al.,2006,Knowledge gap,Education,45365,NA,0.08,Table A1,5382,Lind and Boomgarden (2019)
3637,22,Lind and Boomgarden,2019,Knowledge,Kahlor et al.,2004,Knowledge gap,Education,610,NA,0.2,Table A1,610,Lind and Boomgarden (2019)
3638,22,Lind and Boomgarden,2019,Knowledge,Kim,2008,Knowledge gap,Education,372,NA,0.25,Table A1,372,Lind and Boomgarden (2019)
3639,22,Lind and Boomgarden,2019,Knowledge,Kiviniemi et al.,2018,Knowledge gap,Education,102263,NA,0.49,Table A1,5382,Lind and Boomgarden (2019)
3640,22,Lind and Boomgarden,2019,Knowledge,Kiviniemi et al.,2018,Knowledge gap,Education,105853,NA,0.25,Table A1,5382,Lind and Boomgarden (2019)
3641,22,Lind and Boomgarden,2019,Knowledge,Kiviniemi et al.,2018,Knowledge gap,Education,113394,NA,0.29,Table A1,5382,Lind and Boomgarden (2019)
3642,22,Lind and Boomgarden,2019,Knowledge,Kiviniemi et al.,2018,Knowledge gap,Education,124085,NA,0.33,Table A1,5382,Lind and Boomgarden (2019)
3643,22,Lind and Boomgarden,2019,Knowledge,Kiviniemi et al.,2018,Knowledge gap,Education,135182,NA,0.33,Table A1,5382,Lind and Boomgarden (2019)
3644,22,Lind and Boomgarden,2019,Knowledge,Kiviniemi et al.,2018,Knowledge gap,Education,149342,NA,0.51,Table A1,5382,Lind and Boomgarden (2019)
3645,22,Lind and Boomgarden,2019,Knowledge,Kiviniemi et al.,2018,Knowledge gap,Education,159989,NA,0.4,Table A1,5382,Lind and Boomgarden (2019)
3646,22,Lind and Boomgarden,2019,Knowledge,Kiviniemi et al.,2018,Knowledge gap,Education,184450,NA,0.48,Table A1,5382,Lind and Boomgarden (2019)
3647,22,Lind and Boomgarden,2019,Knowledge,Kobayashi & Inamasu,2015,Knowledge gap,Education,805,NA,0.01,Table A1,805,Lind and Boomgarden (2019)
3648,22,Lind and Boomgarden,2019,Knowledge,Kobayashi & Inamasu,2015,Knowledge gap,Education,1000,NA,0.07,Table A1,1000,Lind and Boomgarden (2019)
3649,22,Lind and Boomgarden,2019,Knowledge,Lee,2009,Knowledge gap,Education,2113,NA,0.33,Table A1,2113,Lind and Boomgarden (2019)
3650,22,Lind and Boomgarden,2019,Knowledge,Lee et al.,2012,Knowledge gap,Education,1646,NA,0.14,Table A1,1646,Lind and Boomgarden (2019)
3651,22,Lind and Boomgarden,2019,Knowledge,Lee & Yang,2014,Knowledge gap,Education,2098,NA,0.2,Table A1,2098,Lind and Boomgarden (2019)
3652,22,Lind and Boomgarden,2019,Knowledge,Liu & Eveland,2005,Knowledge gap,Education,1807,NA,0.23,Table A1,1807,Lind and Boomgarden (2019)
3653,22,Lind and Boomgarden,2019,Knowledge,Liu & Eveland,2005,Knowledge gap,Education,2004,NA,0.24,Table A1,2004,Lind and Boomgarden (2019)
3654,22,Lind and Boomgarden,2019,Knowledge,Martin,2013,Knowledge gap,Education,1003,NA,0.09,Table A1,1003,Lind and Boomgarden (2019)
3655,22,Lind and Boomgarden,2019,Knowledge,McCann & Lawson,2006,Knowledge gap,Education,659,NA,0.72,Table A1,659,Lind and Boomgarden (2019)
3656,22,Lind and Boomgarden,2019,Knowledge,McCann & Lawson,2006,Knowledge gap,Education,1979,NA,0.38,Table A1,1979,Lind and Boomgarden (2019)
3657,22,Lind and Boomgarden,2019,Knowledge,McCann & Lawson,2006,Knowledge gap,Education,1399,NA,0.03,Table A1,1399,Lind and Boomgarden (2019)
3658,22,Lind and Boomgarden,2019,Knowledge,Niederdeppe et al.,2010,Knowledge gap,Education,1783,NA,0.06,Table A1,1783,Lind and Boomgarden (2019)
3659,22,Lind and Boomgarden,2019,Knowledge,Nisbet,2008,Knowledge gap,Education,2089,NA,0.35,Table A1,2089,Lind and Boomgarden (2019)
3660,22,Lind and Boomgarden,2019,Knowledge,Nisbet et al.,2015,Knowledge gap,Education,1098,NA,0.19,Table A1,1098,Lind and Boomgarden (2019)
3661,22,Lind and Boomgarden,2019,Knowledge,Norris & Sanders,2003,Knowledge gap,Education,480,NA,0.2,Table A1,480,Lind and Boomgarden (2019)
3662,22,Lind and Boomgarden,2019,Knowledge,Rhine et al.,2001,Knowledge gap,Education,7021,NA,0.13,Table A1,5382,Lind and Boomgarden (2019)
3663,22,Lind and Boomgarden,2019,Knowledge,Santana-Pereira,2016,Knowledge gap,Education,849,NA,0.17,Table A1,849,Lind and Boomgarden (2019)
3664,22,Lind and Boomgarden,2019,Knowledge,Shim,2008,Knowledge gap,Education,3982,NA,0.29,Table A1,3982,Lind and Boomgarden (2019)
3665,22,Lind and Boomgarden,2019,Knowledge,Slater et al.,2009,Knowledge gap,Education,3184,NA,0.36,Table A1,3184,Lind and Boomgarden (2019)
3666,22,Lind and Boomgarden,2019,Knowledge,Spence et al.,2009,Knowledge gap,Education,4424,NA,0.19,Table A1,4424,Lind and Boomgarden (2019)
3667,22,Lind and Boomgarden,2019,Knowledge,Su et al.,2014,Knowledge gap,Education,2338,NA,0.23,Table A1,2338,Lind and Boomgarden (2019)
3668,22,Lind and Boomgarden,2019,Knowledge,Tran,2013,Knowledge gap,Education,2013,NA,0.42,Table A1,2013,Lind and Boomgarden (2019)
3669,22,Lind and Boomgarden,2019,Knowledge,Veenstra et al.,2014,Knowledge gap,Education,505,NA,0.04,Table A1,505,Lind and Boomgarden (2019)
3670,22,Lind and Boomgarden,2019,Knowledge,Viswanath et al.,2000,Knowledge gap,Education,661,NA,0.06,Table A1,661,Lind and Boomgarden (2019)
3671,22,Lind and Boomgarden,2019,Knowledge,Wei & Hindman,2011,Knowledge gap,Education,207,NA,0.05,Table A1,207,Lind and Boomgarden (2019)
3672,22,Lind and Boomgarden,2019,Knowledge,Yang & Grabe,2011,Knowledge gap,Education,123,NA,0.58,Table A1,123,Lind and Boomgarden (2019)
3673,22,Lind and Boomgarden,2019,Knowledge,Yang & Grabe,2014,Knowledge gap,Education,123,NA,0.26,Table A1,123,Lind and Boomgarden (2019)
3674,22,Lind and Boomgarden,2019,Knowledge,Yang & Ho,2017,Knowledge gap,Education,1093,NA,0.31,Table A1,1093,Lind and Boomgarden (2019)
3675,23,de Wit and Bekkers,2017,Policy,Brooks b,2003,Donation,Government contribution,91,NA,0.73,Replication material,91,de Wit and Bekkers (2017)
3676,23,de Wit and Bekkers,2017,Policy,Brooks b,2000,Donation,Government contribution,5,NA,0.01,Replication material,41,de Wit and Bekkers (2017)
3677,23,de Wit and Bekkers,2017,Policy,Brooks b,2000,Donation,Government contribution,5,NA,0.61,Replication material,41,de Wit and Bekkers (2017)
3678,23,de Wit and Bekkers,2017,Policy,Brooks b,2000,Donation,Government contribution,5,NA,0.26,Replication material,41,de Wit and Bekkers (2017)
3679,23,de Wit and Bekkers,2017,Policy,Korenok et al. 2012,2012,Donation,Government contribution,68,NA,0.4045282566333,Replication material,68,de Wit and Bekkers (2017)
3680,23,de Wit and Bekkers,2017,Policy,Korenok et al. 2012,2012,Donation,Government contribution,68,NA,0.995042664258768,Replication material,68,de Wit and Bekkers (2017)
3681,23,de Wit and Bekkers,2017,Policy,Hsu 2008,2008,Donation,Government contribution,84,NA,0.0482738070100596,Replication material,84,de Wit and Bekkers (2017)
3682,23,de Wit and Bekkers,2017,Policy,Hsu 2008,2008,Donation,Government contribution,76,NA,0.325008766052894,Replication material,76,de Wit and Bekkers (2017)
3683,23,de Wit and Bekkers,2017,Policy,Hsu 2008,2008,Donation,Government contribution,76,NA,0.290779383482556,Replication material,76,de Wit and Bekkers (2017)
3684,23,de Wit and Bekkers,2017,Policy,Hsu 2008,2008,Donation,Government contribution,84,NA,0.0552593744313209,Replication material,84,de Wit and Bekkers (2017)
3685,23,de Wit and Bekkers,2017,Policy,Hsu 2008,2008,Donation,Government contribution,76,NA,0.204298488813959,Replication material,76,de Wit and Bekkers (2017)
3686,23,de Wit and Bekkers,2017,Policy,Hsu 2008,2008,Donation,Government contribution,76,NA,0.246808534185927,Replication material,76,de Wit and Bekkers (2017)
3687,23,de Wit and Bekkers,2017,Policy,Chan et al. 2002,2002,Donation,Government contribution,80,NA,0.480179307033464,Replication material,80,de Wit and Bekkers (2017)
3688,23,de Wit and Bekkers,2017,Policy,Chan et al. 2002,2002,Donation,Government contribution,80,NA,0.684345728137598,Replication material,80,de Wit and Bekkers (2017)
3689,23,de Wit and Bekkers,2017,Policy,Chan et al. 2002,2002,Donation,Government contribution,80,NA,0.364253946721426,Replication material,80,de Wit and Bekkers (2017)
3690,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.285086479449802,Replication material,75,de Wit and Bekkers (2017)
3691,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.585538703466436,Replication material,75,de Wit and Bekkers (2017)
3692,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.767965725013636,Replication material,75,de Wit and Bekkers (2017)
3693,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.356640828769903,Replication material,75,de Wit and Bekkers (2017)
3694,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.628049388923353,Replication material,75,de Wit and Bekkers (2017)
3695,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.410650781176591,Replication material,75,de Wit and Bekkers (2017)
3696,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.196099375224028,Replication material,75,de Wit and Bekkers (2017)
3697,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.45837257358211,Replication material,75,de Wit and Bekkers (2017)
3698,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.620087306803794,Replication material,75,de Wit and Bekkers (2017)
3699,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.704862704498294,Replication material,75,de Wit and Bekkers (2017)
3700,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.281458317141116,Replication material,75,de Wit and Bekkers (2017)
3701,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.481870881549467,Replication material,75,de Wit and Bekkers (2017)
3702,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.597601608243722,Replication material,75,de Wit and Bekkers (2017)
3703,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.272554057547699,Replication material,75,de Wit and Bekkers (2017)
3704,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.46587590487639,Replication material,75,de Wit and Bekkers (2017)
3705,23,de Wit and Bekkers,2017,Policy,Chan et al. 1996,1996,Donation,Government contribution,75,NA,0.282216260515079,Replication material,75,de Wit and Bekkers (2017)
3706,24,O’Brochta,2019,Conflict,de Soysa,2002,War onset (25 battle-related deaths),Ln Total per capita stock of natural capita 1990 (World Bank),77,NA,0.108112578999092,Replication material,77,O’Brochta (2019)
3707,24,O’Brochta,2019,Conflict,de Soysa,2002,War onset (25 battle-related deaths),Ln Total per capita stock of natural capita 1990 (World Bank),77,NA,0.149487018550387,Replication material,77,O’Brochta (2019)
3708,24,O’Brochta,2019,Conflict,de Soysa,2002,War onset (25 battle-related deaths),Ln Total per capita stock of natural capita 1990 (World Bank),77,NA,0.111068622825702,Replication material,77,O’Brochta (2019)
3709,24,O’Brochta,2019,Conflict,de Soysa,2002,War onset (25 battle-related deaths),Ln Total per capita stock of natural capita 1990 (World Bank),76,NA,0.153093108923949,Replication material,76,O’Brochta (2019)
3710,24,O’Brochta,2019,Conflict,de Soysa,2002,War onset (25 battle-related deaths),Ln Total per capita stock of natural capita 1990 (World Bank),76,NA,0.129099444873581,Replication material,76,O’Brochta (2019)
3711,24,O’Brochta,2019,Conflict,"Arezki, Bhattacharyya, and Mamo",2015,Number of Intrastate Conflicts (25 battle-related deaths),Resource Discovery,215376,NA,0.0172357362862099,Replication material,5382,O’Brochta (2019)
3712,24,O’Brochta,2019,Conflict,"Arezki, Bhattacharyya, and Mamo",2015,War onset (25 battle-related deaths),Resource Discovery,215376,NA,0.0129276423343849,Replication material,5382,O’Brochta (2019)
3713,24,O’Brochta,2019,Conflict,"Arezki, Bhattacharyya, and Mamo",2015,Number of Intrastate Conflicts (25 battle-related deaths),Resource Discovery,215376,NA,0.00646422630249236,Replication material,5382,O’Brochta (2019)
3714,24,O’Brochta,2019,Conflict,"Arezki, Bhattacharyya, and Mamo",2015,War onset (25 battle-related deaths),Resource Discovery,215376,NA,0.00592556055147079,Replication material,5382,O’Brochta (2019)
3715,24,O’Brochta,2019,Conflict,Arezki and Gylfason,2013,"Change in Conflict (0 is high conflict, 4 low)",Resource Rents,623,NA,0.137585731155036,Replication material,623,O’Brochta (2019)
3716,24,O’Brochta,2019,Conflict,Arezki and Gylfason,2013,"Change in Conflict (0 is high conflict, 4 low)",Resource Rents,602,NA,0.119218738067902,Replication material,602,O’Brochta (2019)
3717,24,O’Brochta,2019,Conflict,Arezki and Gylfason,2013,"Change in Conflict (0 is high conflict, 4 low)",Resource Rents,602,NA,0.14367325747886,Replication material,602,O’Brochta (2019)
3718,24,O’Brochta,2019,Conflict,Arezki and Gylfason,2013,"Change in Conflict (0 is high conflict, 4 low)",Resource Rents,599,NA,0.0172444232402038,Replication material,599,O’Brochta (2019)
3719,24,O’Brochta,2019,Conflict,"Asal, Findley, Piazza, and Walsh",2015,Ethnic Armed Conflict Onset,Oil Production,22142,NA,0.0314710258861553,Replication material,5382,O’Brochta (2019)
3720,24,O’Brochta,2019,Conflict,"Asal, Findley, Piazza, and Walsh",2015,Ethnic Armed Conflict Onset,Oil Production,22142,NA,0.0121925163056222,Replication material,5382,O’Brochta (2019)
3721,24,O’Brochta,2019,Conflict,Balestri,2012,Conflict-related Deaths,Gold Production in Conflict Zone,258,NA,0.988502268908829,Replication material,258,O’Brochta (2019)
3722,24,O’Brochta,2019,Conflict,Balestri,2012,Conflict-related Deaths,Gold Production in Conflict Zone,258,NA,0.84889412698884,Replication material,258,O’Brochta (2019)
3723,24,O’Brochta,2019,Conflict,Balestri,2012,Conflict-related Deaths,Gold Production in Conflict Zone,245,NA,0.813030915189793,Replication material,245,O’Brochta (2019)
3724,24,O’Brochta,2019,Conflict,Basedau and Lay,2009,Civil War Onset (All Conflicts),Primary Commodity Exports/GDP,692,NA,0.151415949334483,Replication material,692,O’Brochta (2019)
3725,24,O’Brochta,2019,Conflict,Basedau and Lay,2009,Civil War Onset (Wars Only),Primary Commodity Exports/GDP,710,NA,0.106124950646689,Replication material,710,O’Brochta (2019)
3726,24,O’Brochta,2019,Conflict,Basedau and Lay,2009,Civil War Onset (Collier and Hoeffler Definition),Primary Commodity Exports/GDP,742,NA,0.123036298366793,Replication material,742,O’Brochta (2019)
3727,24,O’Brochta,2019,Conflict,Basedau and Pierskalla,2014,War onset (25 battle-related deaths),Oil and Gas Deposits,152420,NA,0.00942587754446397,Replication material,5382,O’Brochta (2019)
3728,24,O’Brochta,2019,Conflict,Basedau and Pierskalla,2014,War onset (25 battle-related deaths),Oil and Gas Deposits,143976,NA,0.003821522053616,Replication material,5382,O’Brochta (2019)
3729,24,O’Brochta,2019,Conflict,Basedau and Pierskalla,2014,War onset (25 battle-related deaths),Oil and Gas Deposits,152420,NA,0.0161610195497819,Replication material,5382,O’Brochta (2019)
3730,24,O’Brochta,2019,Conflict,Basedau and Pierskalla,2014,War onset (25 battle-related deaths),Oil and Gas Deposits,143976,NA,0.0111213789454369,Replication material,5382,O’Brochta (2019)
3731,24,O’Brochta,2019,Conflict,Beasley and Persson,2009,War and Repression (1 point for each),Large Commodity Exporter,1993,NA,0.0886885506787265,Replication material,1993,O’Brochta (2019)
3732,24,O’Brochta,2019,Conflict,Beasley and Persson,2009,War and Repression (1 point for each),Large Commodity Exporter,1993,NA,0.103948592896926,Replication material,1993,O’Brochta (2019)
3733,24,O’Brochta,2019,Conflict,Beasley and Persson,2009,War and Repression (1 point for each),Large Commodity Exporter,1878,NA,0.155380784915787,Replication material,1878,O’Brochta (2019)
3734,24,O’Brochta,2019,Conflict,Beasley and Persson,2008,Number of Intrastate Conflicts (25 battle-related deaths),Large Commodity Exporter,119,NA,0.249813090861543,Replication material,119,O’Brochta (2019)
3735,24,O’Brochta,2019,Conflict,Bell and Wolford,2015,"1 if having civil war, 0 if not (25 battle-related deaths)",Oil Production per capita (ln),3147,NA,0.0638327608187396,Replication material,3147,O’Brochta (2019)
